date, precipitation
2020-01-31,0.0003451709677419355
2020-02-29,0.00046552758620689653
2020-03-31,6.461290322580646e-06
2020-04-30,0.0005699999999999999
2020-05-31,0.002029035483870968
2020-06-30,0.0027733566666666666
2020-07-31,0.000777441935483871
2020-08-31,0.003761316129032258
2020-09-30,0.004700016666666667
2020-10-31,0.0013064645161290323
2020-11-30,0.00140335
2020-12-31,0.0007225967741935484
2021-01-31,0.00019678064516129033
2021-02-28,0.0010642964285714285
2021-03-31,0.00012903548387096776
2021-04-30,0.0012433433333333334
2021-05-31,1.2916129032258065e-05
2021-06-30,0.0038600133333333334
2021-07-31,0.002858074193548387
2021-08-31,0.003458074193548387
2021-09-30,0.0030100133333333333
2021-10-31,0.0010290451612903226
2021-11-30,0.0008166766666666667
2021-12-31,0.00017420967741935484
2022-01-31,0.0006613
2022-02-28,0.00017143214285714284
2022-03-31,0.00013871290322580647
2022-04-30,0.001943343333333333
2022-05-31,0.0027967806451612903
2022-06-30,0.00469335
2022-07-31,0.0030709806451612903
2022-08-31,0.0033935645161290323
2022-09-30,0.004800024137931035
2022-10-31,0.0005129161290322582
2022-11-30,0.00066001
2022-12-31,0.0003548451612903226
2023-01-31,0.00042903870967741934
2023-02-28,2.5e-05
2023-03-31,3.22741935483871e-05
2023-04-30,0.0013300133333333335
2023-05-31,0.0017290387096774193
2023-06-30,0.002117251724137931
2023-07-31,0.001367767741935484
2023-08-31,0.00312581935483871
2023-09-30,0.00238334
2023-10-31,0.0006129258064516129
2023-11-30,0.0009900199999999999
2023-12-31,0.0013484032258064516
2024-01-31,0.0015677516129032258
2024-02-29,0.0009000068965517242
2024-03-31,0.0009032451612903226
2024-04-30,0.0002900066666666667
2024-05-31,0.0012354967741935482
2024-06-30,0.007426686666666667
2024-07-31,0.0030290387096774197
2024-08-31,0.0039355
2024-09-30,0.0036133433333333334
2024-10-31,0.0023866733333333333
2024-11-30,0.0007333366666666668
2024-12-31,0.00045484516129032257
2025-01-31,0.0
