date, precipitation
2020-01-31,0.0013125
2020-02-29,0.0025083333333333333
2020-03-31,0.0004774193548387097
2020-04-30,0.002386206896551724
2020-05-31,0.0008896551724137931
2020-06-30,0.0011583333333333333
2020-07-31,0.0036862068965517244
2020-08-31,0.004217857142857143
2020-09-30,0.006518518518518518
2020-10-31,0.0007791666666666666
2020-11-30,0.0004384615384615385
2020-12-31,0.0016962962962962962
2021-01-31,0.00164
2021-02-28,0.0034720000000000003
2021-03-31,0.000788
2021-04-30,0.00241923076923077
2021-05-31,0.0010766666666666667
2021-06-30,0.003255555555555556
2021-07-31,0.0016047619047619048
2021-08-31,0.002103571428571429
2021-09-30,0.0025296296296296295
2021-10-31,0.0014119999999999998
2021-11-30,8.750000000000001e-05
2021-12-31,0.0016777777777777778
2022-01-31,0.0017206896551724138
2022-02-28,0.0007599999999999999
2022-03-31,0.0011300000000000001
2022-04-30,0.002596153846153846
2022-05-31,0.002036
2022-06-30,0.00225
2022-07-31,0.0017904761904761906
2022-08-31,0.0014428571428571429
2022-09-30,0.0006740740740740741
2022-10-31,0.0015153846153846155
2022-11-30,0.0007444444444444444
2022-12-31,0.0008759999999999999
2023-01-31,0.0013678571428571429
2023-02-28,0.000492
2023-03-31,0.0017857142857142859
2023-04-30,0.002025
2023-05-31,0.00041304347826086953
2023-06-30,0.002344444444444444
2023-07-31,0.0015666666666666667
2023-08-31,0.00048148148148148155
2023-09-30,0.0011500000000000002
2023-10-31,0.0003846153846153846
2023-11-30,0.000875
2023-12-31,0.0017133333333333334
2024-01-31,0.0014964285714285715
2024-02-29,0.0019103448275862068
2024-03-31,0.00203
2024-04-30,0.0012400000000000002
2024-05-31,0.004071428571428571
2024-06-30,0.0015733333333333335
2024-07-31,0.0027300000000000002
2024-08-31,0.0004766666666666667
2024-09-30,0.003970370370370371
2024-10-31,3.2142857142857144e-05
2024-11-30,0.0011344827586206895
2024-12-31,0.0010666666666666667
2025-01-31,0.0
