date, precipitation
2020-01-31,0.00027096774193548386
2020-02-29,0.00045517241379310346
2020-03-31,0.0
2020-04-30,0.00099
2020-05-31,0.000993548387096774
2020-06-30,0.0027766666666666664
2020-07-31,0.0022838709677419355
2020-08-31,0.0018580645161290323
2020-09-30,0.0017066666666666667
2020-10-31,0.0009580645161290322
2020-11-30,0.0020066666666666666
2020-12-31,0.0007193548387096774
2021-01-31,0.00013225806451612905
2021-02-28,0.0003857142857142857
2021-03-31,0.0003064516129032258
2021-04-30,0.0008433333333333334
2021-05-31,0.00032580645161290326
2021-06-30,0.0021766666666666666
2021-07-31,0.0027387096774193547
2021-08-31,0.0027838709677419356
2021-09-30,0.0012366666666666667
2021-10-31,0.00036774193548387097
2021-11-30,0.0011566666666666667
2021-12-31,0.00016129032258064516
2022-01-31,0.00026129032258064515
2022-02-28,0.00024285714285714289
2022-03-31,0.0007548387096774193
2022-04-30,0.00042333333333333334
2022-05-31,0.001529032258064516
2022-06-30,0.0018700000000000001
2022-07-31,0.0025580645161290324
2022-08-31,0.0026548387096774193
2022-09-30,0.006986666666666667
2022-10-31,0.00022258064516129033
2022-11-30,0.0011633333333333333
2022-12-31,0.00034516129032258067
2023-01-31,0.0004032258064516129
2023-02-28,5.714285714285715e-05
2023-03-31,1.6129032258064517e-05
2023-04-30,0.0007033333333333334
2023-05-31,0.0004612903225806452
2023-06-30,0.0016766666666666666
2023-07-31,0.001535483870967742
2023-08-31,0.0019290322580645162
2023-09-30,0.0011933333333333334
2023-10-31,0.0002451612903225807
2023-11-30,0.0004466666666666667
2023-12-31,0.0010548387096774193
2024-01-31,0.0016129032258064516
2024-02-29,0.001003448275862069
2024-03-31,0.0007387096774193548
2024-04-30,0.0005066666666666668
2024-05-31,0.00011290322580645162
2024-06-30,0.00228
2024-07-31,0.0028677419354838714
2024-08-31,0.007083870967741935
2024-09-30,0.0021233333333333334
2024-10-31,0.002929032258064516
2024-11-30,0.00027
2024-12-31,0.00015806451612903225
2025-01-31,0.0
