date, precipitation
2020-01-31,0.0006999999999999999
2020-02-29,0.0005551724137931035
2020-03-31,0.00015161290322580646
2020-04-30,0.0007333333333333333
2020-05-31,0.0018419354838709677
2020-06-30,0.0019466666666666666
2020-07-31,0.0017096774193548386
2020-08-31,0.001561290322580645
2020-09-30,0.0014933333333333333
2020-10-31,0.001970967741935484
2020-11-30,0.0013666666666666666
2020-12-31,0.0009193548387096774
2021-01-31,0.00018387096774193548
2021-02-28,0.0004035714285714286
2021-03-31,0.00030322580645161286
2021-04-30,0.00074
2021-05-31,0.00019032258064516128
2021-06-30,0.0025833333333333333
2021-07-31,0.002741935483870968
2021-08-31,0.002274193548387097
2021-09-30,0.003476666666666667
2021-10-31,0.0009838709677419354
2021-11-30,0.002086666666666667
2021-12-31,
2022-01-31,0.0005387096774193548
2022-02-28,0.00017142857142857145
2022-03-31,0.00036129032258064514
2022-04-30,0.0005333333333333334
2022-05-31,0.0011774193548387097
2022-06-30,0.0029666666666666665
2022-07-31,0.001932258064516129
2022-08-31,0.0011225806451612903
2022-09-30,0.004023333333333334
2022-10-31,0.0012451612903225807
2022-11-30,0.0008166666666666667
2022-12-31,0.00035161290322580644
2023-01-31,2.903225806451613e-05
2023-02-28,0.0
2023-03-31,0.0001870967741935484
2023-04-30,0.00215
2023-05-31,0.0017741935483870969
2023-06-30,0.0025166666666666666
2023-07-31,0.0006935483870967742
2023-08-31,0.0017774193548387095
2023-09-30,0.002213333333333333
2023-10-31,0.0004419354838709678
2023-11-30,0.0010233366666666667
2023-12-31,0.0006774193548387097
2024-01-31,0.0008741935483870968
2024-02-29,0.0009758689655172415
2024-03-31,0.0006645225806451613
2024-04-30,0.00021000333333333332
2024-05-31,0.00010322580645161289
2024-06-30,0.005393333333333333
2024-07-31,0.0013742032258064517
2024-08-31,0.002254841935483871
2024-09-30,0.0045600066666666664
2024-10-31,0.0008903225806451613
2024-11-30,0.00031666666666666665
2024-12-31,0.0002
2025-01-31,0.0
