date, precipitation
2020-01-31,0.00014516129032258066
2020-02-29,0.0007827586206896552
2020-03-31,0.0
2020-04-30,0.0007827586206896552
2020-05-31,0.0010096774193548387
2020-06-30,0.003546666666666667
2020-07-31,0.002316129032258065
2020-08-31,0.0023966666666666667
2020-09-30,0.00269
2020-10-31,0.0003935483870967742
2020-11-30,0.0012115384615384616
2020-12-31,0.00023333333333333333
2021-01-31,0.0003548387096774194
2021-02-28,0.0011142857142857141
2021-03-31,0.00037096774193548385
2021-04-30,0.0015689655172413794
2021-05-31,0.000696774193548387
2021-06-30,0.0020814814814814815
2021-07-31,0.0024172413793103445
2021-08-31,0.0026741935483870966
2021-09-30,0.0018766666666666667
2021-10-31,0.0006966666666666667
2021-11-30,0.0009666666666666667
2021-12-31,0.00040967741935483867
2022-01-31,0.00034193548387096773
2022-02-28,0.00032499999999999993
2022-03-31,0.0017741935483870969
2022-04-30,0.0014333333333333331
2022-05-31,0.002032258064516129
2022-06-30,0.00075
2022-07-31,0.003406666666666667
2022-08-31,0.001176
2022-09-30,0.0028962962962962966
2022-10-31,0.0010400000000000001
2022-11-30,0.00020000000000000004
2022-12-31,0.00016
2023-01-31,0.0005129032258064515
2023-02-28,0.00012142857142857144
2023-03-31,0.00011290322580645162
2023-04-30,0.0006448275862068966
2023-05-31,0.0003903225806451613
2023-06-30,0.0019
2023-07-31,0.0034225806451612904
2023-08-31,0.0014500000000000001
2023-09-30,0.0017966666666666667
2023-10-31,0.0006096774193548387
2023-11-30,0.0015551724137931036
2023-12-31,0.0013700000000000001
2024-01-31,0.000767741935483871
2024-02-29,0.0011241379310344827
2024-03-31,0.0011161290322580645
2024-04-30,0.0005666666666666667
2024-05-31,0.0022633333333333333
2024-06-30,0.0014966666666666668
2024-07-31,0.001732258064516129
2024-08-31,0.0011758620689655173
2024-09-30,0.0020379310344827584
2024-10-31,0.0013392857142857143
2024-11-30,0.00020333333333333333
2024-12-31,0.0005538461538461539
2025-01-31,0.0004
