date, precipitation
2020-01-31,0.0005153846153846154
2020-02-29,0.0006272727272727273
2020-03-31,0.00018965517241379312
2020-04-30,0.0020814814814814815
2020-05-31,0.0038173913043478263
2020-06-30,0.002541379310344828
2020-07-31,0.0037115384615384614
2020-08-31,0.002596
2020-09-30,0.0035692307692307694
2020-10-31,0.0015769230769230769
2020-11-30,0.0008178571428571428
2020-12-31,0.000616
2021-01-31,7.272727272727273e-05
2021-02-28,0.00027272727272727274
2021-03-31,0.00018709677419354837
2021-04-30,0.0008461538461538462
2021-05-31,0.00065
2021-06-30,0.0022533333333333333
2021-07-31,0.005163157894736843
2021-08-31,0.0003692307692307692
2021-09-30,0.00095
2021-10-31,0.0009833333333333332
2021-11-30,0.0008958333333333332
2021-12-31,0.00013870967741935484
2022-01-31,0.0
