date, precipitation
2020-01-31,0.002023809523809524
2020-02-29,0.0016892857142857143
2020-03-31,0.0002741935483870968
2020-04-30,0.001020689655172414
2020-05-31,0.0014290322580645162
2020-06-30,0.0029433333333333334
2020-07-31,0.0033096774193548386
2020-08-31,0.003680645161290323
2020-09-30,0.005503333333333333
2020-10-31,0.0010419354838709677
2020-11-30,0.0008366666666666667
2020-12-31,0.0009903225806451612
2021-01-31,0.0018299999999999998
2021-02-28,0.0016607142857142858
2021-03-31,0.0012451612903225805
2021-04-30,0.0026333333333333334
2021-05-31,0.002093548387096774
2021-06-30,0.00397
2021-07-31,0.002112903225806452
2021-08-31,0.002706451612903226
2021-09-30,0.003683333333333334
2021-10-31,0.0029000000000000002
2021-11-30,0.0003766666666666667
2021-12-31,0.0008451612903225806
2022-01-31,0.001529032258064516
2022-02-28,0.0005
2022-03-31,0.001970967741935484
2022-04-30,0.0014799999999999998
2022-05-31,0.003032258064516129
2022-06-30,0.0009
2022-07-31,0.0037483870967741934
2022-08-31,0.003835483870967742
2022-09-30,0.0014933333333333333
2022-10-31,0.0006612903225806452
2022-11-30,0.00036
2022-12-31,0.0016225806451612903
2023-01-31,0.0014903225806451614
2023-02-28,0.0006678571428571429
2023-03-31,0.002232258064516129
2023-04-30,0.0011033333333333336
2023-05-31,0.0005645161290322581
2023-06-30,0.002033333333333333
2023-07-31,0.0036741935483870962
2023-08-31,0.0018741935483870967
2023-09-30,0.0010966666666666666
2023-10-31,0.0004483870967741936
2023-11-30,0.00117
2023-12-31,0.002564516129032258
2024-01-31,0.0017419354838709678
2024-02-29,0.0008931034482758621
2024-03-31,0.0014935483870967743
2024-04-30,0.0010233333333333333
2024-05-31,0.003474193548387097
2024-06-30,0.0016785714285714286
2024-07-31,0.0030258064516129036
2024-08-31,0.0008645161290322581
2024-09-30,0.00189
2024-10-31,0.00014838709677419355
2024-11-30,0.0022633333333333333
2024-12-31,0.0015565217391304348
2025-01-31,0.0
